Smiles,Adduct,CCS,Predicted_CCS,m/z,Cluster
Clc1cccc(c1)c1nnc(o1)C(N1CCN(CC1)S(=O)(=O)c1ccc2c(c1)CCC2)C,[M+H]+,222.95,211.94353,474.0058000000003,2
CCC(NCC(COCc1ccc(c(c1)OC)OC)O)CO,[M+Na]+,177.72,176.82077,336.38380000000006,2
CCOC(=O)c1ccc(cc1)OCC(Cn1c(=O)ccn(c1=O)C)O,[M+H]+,181.13,179.32675,349.3628,2
CCCC(=O)Nc1nc2c(n1CCC)cccc2,[M-H]-,160.97,158.33682,244.3182,2
N#Cc1cccnc1N1CCC(CC1)c1nc2c([nH]1)cccc2,[M-H]-,178.38,177.37009,302.3612,2
O=C(COC(=O)C1Cc2ccccc2CN1S(=O)(=O)C)NCc1ccccc1,[M-H]-,200.65,195.32524,401.4642000000002,2
O=C(N1CCc2c(C1)cccc2)CSc1nnc(n1Cc1ccccc1)c1cccs1,[M-H]-,189.0,209.68887,445.5932000000002,2
O=C(C(=Cc1cnn(c1)Cc1ccccc1)c1[nH]c(=O)c2c(n1)sc(c2C)C)N1CCCC1,[M+H]+,215.34,209.62112,460.5828000000004,2
O=C(Nc1ncccn1)CCc1ncc(o1)c1ccc(cc1)Cl,[M+H]+,180.5,179.4042,329.7668,2
N#Cc1ccccc1NC(=O)C(N1CCCC(C1)C)C,[M-H]-,168.86,167.87766,270.35619999999994,2
COC(=O)c1ccoc1COC(=O)c1n[nH]c2c1cccc2,[M+H]+,163.23,166.86594,301.2778,2
COc1ccc(cc1n1nnnc1SCc1ccc(cc1)n1cccn1)C,[M+H]+,183.72,190.65372,379.4688,2
CN1CCN(CC1)c1ccc(cc1)NC(=O)c1ccc2c(n1)cccc2,[M+H]+,194.12,191.76315,347.44180000000006,2
C[C@H]1CCCC(=O)CCC/C=C\C2=C(C(=CC(=C2)O)O)C(=O)O1,[M-H]-,167.0,172.19852,317.1389238,2
Clc1cccc(c1)CSc1n[nH]c(=O)n1Cc1ccccc1,[M-H]-,179.43,174.30199,330.82020000000006,2
COc1ccc(cc1NC(=O)c1ccc(o1)Br)S(=O)(=O)N1CCOCC1,[M+Na]+,203.0,203.79779,468.2808000000002,2
NS(=O)(=O)c1ccc(s1)CNc1nc(nc2c1c(cs2)c1ccccc1)c1ccccn1,[M+H]+,207.81,209.09106,480.6198000000001,2
CC1CCC(CC1)NC(=O)COC(=O)c1cccc2c1oc(c1ccccc1)c(c2=O)C,[M+H]+,212.02,208.58798,434.51180000000016,2
CC(Sc1nc2scc(c2c(=O)n1c1ccccc1)c1ccco1)C,[M+Na]+,197.79,192.9996,391.47280000000006,2
COc1cc(O)c2c(c1)C(O)c1cc(C)cc(O)c1C2=O,[M+K]+,161.9,169.80875,325.1824235,2
COC(=O)c1cnc(s1)NC(=O)c1ccc(o1)Br,[M+H]+,163.02,162.51741,332.1548,2
CCC(NC(=O)CN1CCN(CC1)C(=O)c1ccccc1Cl)(C#C)CC,[M+H]+,200.46,193.19061,376.90780000000007,2
COC(=O)CNC(=O)c1ccc2c(c1O)cccc2,[M-H]-,157.82,159.62589,258.25320000000005,2
COc1ccccc1NC(=O)c1ccc(cc1)NC(=O)C(N1CCCC1)C,[M-H]-,202.43,198.02641,366.44120000000026,2
O=C(N1CCc2c1cccc2)CSc1nnc(o1)Cc1csc(n1)C,[M+H]+,181.8,182.69339,373.4828000000001,2
CCCn1c(SCC(=O)c2ccccc2OC)n[nH]c1=O,[M+Na]+,181.0,176.85663,330.3648,2
OC(=O)c1cc2ccccc2c(n1)Cl,[M+Na]+,149.9,154.28198,230.6058,2
CCOC(=O)C1=C(C)N(C)C(=O)NC1c1ccccc1OC(F)F,[M+Na]+,183.73,178.4769,363.3158,2
O=C1NC(C(=O)N1CC(=O)N1CCCC1)Cc1c[nH]c2c1cccc2,[M-H]-,173.22,178.3424,339.3752,2
CC1OC(C)CN(C1)S(=O)(=O)c1cccc(c1)C(=O)N(c1ccccn1)C1CCCCC1,[M+H]+,216.21,215.4885,458.6038000000003,2
O=C(c1ccc2c(c1)OCO2)NCC(F)(F)F,[M-H]-,147.41,146.72614,246.1642,2
CCOC(=O)c1oc2c(c1COC(=O)c1ccc(o1)Cn1ccccc1=O)cccc2,[M-H]-,204.47,202.0917,420.3972000000001,2
Brc1cccc(c1)C1(C)NC(=O)N(C1=O)CC(=O)N1CCCCC1,[M+Na]+,191.24,192.38402,417.2588000000003,2
O=C(C1CSC2(N1C(=O)CC2)C)NCC12CC3CC(C2)CC(C1)C3,[M+H]+,186.58,185.63486,349.51980000000015,2
CN1C2=C(NC1=O)N(C(=O)NC2=O)C,[M-H]-,133.9470173,135.02193,195.0518401,2
FC(c1ccc(nc1)N1CCN(CC1)Cc1ccc2c(c1)OCCO2)(F)F,[M+H]+,190.4,190.03085,380.3898000000001,2
Brc1ccc(c(c1)C(=O)N1CCC(CC1)C(=O)c1ccc2c(c1)OCCO2)F,[M+H]+,197.84,198.0089,449.2958000000002,2
C=CCN(C(=O)CSc1nnc(n1C1CC1)c1cccnc1)Cc1ccc(s1)Br,[M-H]-,210.19,212.25845,489.44420000000014,2
CCC1(NC(=O)N(C1=O)CN(CCOc1ccccc1F)C)c1ccc(cc1)F,[M-H]-,198.27,191.73895,402.42120000000006,2
COc1cc2CN(CCc2cc1OC)C(=O)COC(=O)c1ccccc1c1ncc(o1)c1ccccc1,[M+Na]+,215.9,229.70695,521.5248000000001,2
C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3,[M+K]+,159.9,159.33286,299.2507779,2
O=C1CCC(=O)N1Cc1ccc(cc1)C(=O)OC(C(=O)C12CC3CC(C2)CC(C1)C3)C,[M-H]-,195.47,204.462,422.5012000000004,2
C=CCNS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C,[M-H]-,167.48,164.16113,279.3412,2
CCNC(=O)NC(=O)CN1C(=O)NC2(C1=O)CCC(CC2)C,[M+H]+,176.94,176.04752,311.3618,2
N#CCC(=O)Nc1ccc(cc1)C(=O)N1CCN(CC1)c1ccccc1,[M-H]-,196.75,193.82867,347.3982000000001,2
CN(Cc1ccc2c(c1)OCO2)CC(=O)Nc1cc(nn1c1ccccc1)C,[M+H]+,193.51,193.36853,379.4398,2
O=C(N1CCCCC1)CNS(=O)(=O)c1ccc(cc1)C,[M-H]-,171.25,169.86713,295.3842000000001,2
O=c1cc(Cn2cc(ccc2=O)C(F)(F)F)c2c(o1)c(C)c(cc2)C,[M+Na]+,185.24,189.2526,372.29780000000005,2
CCC(CCC(=O)C)COC(=O)C1=CC=CC=C1C(=O)O,[M+Na]+,170.18,173.46509,315.1208737,2
O=C(N(c1ccccc1C(=O)N1CCC(CC1)c1nc2c(o1)cccc2)C)C1CC1,[M+H]+,196.26,197.33589,404.48980000000006,2
CSc1ncccc1C(=O)NCc1ccccc1F,[M-H]-,163.31,165.60577,275.32820000000004,2
COc1cccc(c1)CNC(=O)C(N1C(=O)C2C(C1=O)CCCC2)C,[M+H]+,187.23,183.63924,345.4188000000002,2
CCn1cc(C(=O)O)c(=O)c2cc(F)c(NCC=O)cc21,[M+K]+,163.0,167.22073,331.1842351,2
O=C(N(Cc1ccc(cc1)N1CCOCC1)C)C1CCCN(C1)C(=O)Nc1ccccc1,[M+Na]+,202.25,207.14932,459.54580000000016,2
O=C(NCc1ccc2c(c1)OCO2)CSc1nnc(o1)c1ccoc1C,[M-H]-,190.43,190.48871,372.3822000000001,2
C1=CC2=C3C(=C1)C=CC(=O)C3=CC=C2,[M+H]+,134.5862405,133.27936,181.0653149,2
O=C(CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1ccco1)C)Nc1ccc(cc1)F,[M+H]+,210.11,213.17001,480.5448000000001,2
Clc1cccc(c1)CS(=O)(=O)Cc1onc(c1)C,[M-H]-,159.46,162.16748,284.74420000000003,2
O=c1cc(COC(=O)c2cc3ccccc3oc2=O)c2c(o1)cc1c(c2)CCC1,[M+Na]+,202.8,192.40123,411.3648000000003,2
O=C(Nc1ccccc1Cl)CN(C(=O)CSc1cccc(c1)C(F)(F)F)C,[M-H]-,190.85,187.2189,415.84420000000006,2
CCOc1cc(N2CCOCC2)c(cc1NC(=O)C(Oc1ccccc1)C)OCC,[M+H]+,208.65,212.1546,415.50980000000015,2
CCC(=O)N1CCN(CC1)c1ccc(cc1)NC(=O)COc1ccc(cc1C)Cl,[M+Na]+,206.84,210.3447,438.91080000000017,2
O1CCN(CC1)Cc1nc(Sc2nccn2Cc2ccccc2)c2c(n1)scc2c1ccccc1,[M+Na]+,210.01,223.76761,522.6548000000001,2
COc1ccc(cn1)NC(=O)CNC(=O)c1ccccc1Br,[M-H]-,180.47,179.21844,363.1912,2
CCCCn1c(=O)[nH]c(=O)c2c1nc(n2CC(C)C)CCC(=O)NCc1ccc(cc1)C,[M+Na]+,206.85,211.62566,462.5498000000002,2
COC1=CC(=C(C=C1C=O)OC)OC,[M+Na]+,151.9,148.97269,219.0633589,2
CCOc1ccc(cc1)NC(c1ccccc1)C(=O)N,[M+Na]+,194.34,173.24916,293.3218,2
COCCN(C(=O)c1cc(nc2c1cccc2)c1ccc(cc1)c1ccccc1)CCOC,[M+Na]+,231.03,221.9285,463.5328000000002,2
O=C(C[C@H]1CCC[C@@H](C[C@H](O)c2ccccc2)N1)c1ccccc1,[M+H]+,176.6,183.92511,324.196329,2
Cn1c(nnc1c1ccc(cc1)C(C)(C)C)SC(c1nnc(o1)c1cccs1)C,[M+H]+,209.96,209.50934,426.5908000000001,2
O=C(N(Cc1ccccc1)CCc1ccccc1)CSc1nnc(o1)c1ccco1,[M-H]-,198.95,203.08243,418.4982000000001,2
O=C(N1CCc2c1cccc2)COC(=O)c1oc2c(c1C)cccc2,[M+H]+,183.27,182.56952,336.3668,2
CCN(c1cccc(c1)C)CCNC(=O)c1ccc(c(c1)OC)OCC(=O)N,[M+H]+,207.24,200.5639,386.47180000000014,2
O=C(CN1C(=O)NC2(C1=O)CCCCC2)NC(=O)NC(C)(C)C,[M-H]-,185.66,183.59485,323.3732,2
C1=CC=C(C=C1)C(=O)NCCC(=O)O,[M+H-H2O]+,133.0,137.09686,175.0588932,2
O=C(N1CCCc2c1cccn2)c1cccc(c1)S(=O)(=O)N(c1ccccc1)Cc1ccccc1,[M-H]-,210.71,211.60205,482.5852000000002,2
COc1ccc(cc1)c1nn(cc1C(=O)N(CC(=O)NCc1ccco1)C)c1ccccc1,[M-H]-,219.76,217.83693,443.4832000000002,2
O=C(C1CCCN(C1)C(=O)c1cccs1)N1CCN(CC1)C(=O)Nc1ccccc1,[M+Na]+,200.53,192.52965,449.53180000000026,2
O=C(CN1C(=O)NC(C1=O)(C)c1cc(F)ccc1F)NC(C(C)C)C,[M+Na]+,192.79,188.95108,376.3588,2
O=C(NC(C12CC3CC(C2)CC(C1)C3)C)CSc1nnc(o1)c1ccc2c(c1)OCO2,[M+H]+,214.99,211.37695,442.56080000000014,2
CCOc1ccc(cc1)CN(C(=O)CNC(=O)c1cc(OC)c(c(c1)OC)OC)C,[M+H]+,199.79,208.87503,417.4818000000001,2
C1=CC(=C(C=C1C(=O)O)N)[O-],[M+H]+,139.6,129.35442,153.0431166,2
COc1ccc(cc1COc1ccc(cc1)NC(=O)C)C(=O)C,[M-H]-,186.37,182.86299,312.3452000000001,2
CSc1ccc(c(c1)C(=O)N1CCN(CC1)CC(=O)N1CCCC1)Cl,[M+H]+,200.09,188.75598,382.93680000000006,2
CNC(=O)OC1=CC=CC(=C1)N=CN(C)C,[M+H]+,153.76,149.75967,222.1242267,2
CC(C(=O)Nc1ccc(cc1)Oc1ccccc1)N(CC(=O)N1CCOCC1)C,[M+Na]+,216.25,204.57352,420.4648000000003,2
O=C(C1CC1)N1CCN(CC1)C(=O)c1c(C)onc1c1c(F)cccc1Cl,[M+H]+,188.61,188.15646,392.8378,2
CC1CCN(CC1)S(=O)(=O)c1ccccc1,[M+H]+,150.66,150.37814,240.3478,2
NC(=O)C(c1ccccc1)OC(=O)c1sc2c(c1)COc1c2cccc1,[M+Na]+,202.41,192.68004,388.3998000000001,2
CSc1ccc(cc1)CN1C(=O)NC(C1=O)(CC)c1ccccc1,[M+H]+,183.43,178.40253,341.45579999999995,2
O=C(C1CCCN(C1)c1ccc(nn1)Cl)Nc1ncccc1O,[M+H]+,170.54,175.99934,334.7868000000001,2
O=C1COc2c(N1)cc(cc2)C(=O)N1CCC(CC1)C(=O)N1CCCCC1,[M+H]+,194.02,189.96198,372.4448000000002,2
COc1cc(C=CC(=O)Nc2cccnc2)ccc1OC,[M+H]+,177.96,172.15979,285.32280000000003,2
CC(=O)C1=C(C=C(C=C1OC)OC)O,[M+Na]+,150.2,147.20705,219.0633589,2
O=C(C(NC(=O)c1ccco1)Cc1ccccc1)Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,[M+H]+,228.15,216.8262,492.5368000000001,2
O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)[C@@H](O)CO,[M+Cl]-,195.41,197.99503,383.6830595,2
O=C(C1CN(C(=O)C1)Cc1ccccc1)NC1CCN(CC1)C(=O)Nc1ccccc1,[M+Na]+,191.94,195.89697,443.50280000000026,2
COCCNC(=O)c1c(NC(=O)CN2CCCC2c2cccs2)sc2c1CCCC2,[M-H]-,213.85,213.00034,446.6182000000002,2
O=C(Cc1c[nH]c2c1cccc2)NCCc1ccc(cc1)OC(F)F,[M+H]+,176.53,177.95757,345.3688,2
O=C(N1CCCC2C1CCCC2)CSc1nnc(n1C)c1ccccc1,[M+Na]+,201.34,198.15068,393.5118000000001,2
NC(=O)CN1C(=O)NC(C1=O)(Cc1ccccc1)c1ccccc1,[M+H]+,173.65,176.05223,324.3598,2
Clc1ccc(cc1)C(=O)c1ccccc1C(=O)NCCN1CCOCC1,[M+H]+,188.07,192.77917,373.8598000000002,2
Clc1cccc(c1)c1nc(c(s1)C(=O)O)C,[M+H]+,156.83,149.77333,254.71779999999995,2
Clc1ccc(cc1)c1nnc(o1)CN(C(=O)c1ccc(cc1)n1cccn1)C1CC1,[M-H]-,195.59,208.3617,418.8642000000001,2
Fc1cccc(c1)n1nnnc1SCC(=O)N1CCCC1c1ccc2c(c1)OCCO2,[M+H]+,199.76,197.3305,442.4958000000003,2
c1ccc(cc1)n1nc(c(c1)CNCc1ccc2c(c1)OCO2)c1cccs1,[M+H]+,198.59,194.93335,390.4878000000001,2
COc1cc(c(cc1OC)Br)S(=O)(=O)Nc1ccccc1SCC(F)(F)F,[M-H]-,191.27,186.0838,485.32320000000016,2
O=C(C1CC(=O)N(C1)c1cccc2c1cccc2)N1CCN(CC1)c1ncccn1,[M-H]-,213.59,199.41553,400.4622000000003,2
FC(Oc1ccc(cc1)C(=O)Nc1ccc2c(c1)OCCCO2)F,[M-H]-,181.6,182.29494,334.2982000000002,2
CC(C(O)(C)C)Nc1ccc(cc1[N+](=O)[O-])S(=O)(=O)Nc1c(C)n(n(c1=O)c1ccccc1)C,[M+Na]+,219.67,219.43677,512.5438000000001,2
CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,[M-H]-,158.5,163.95322,308.0981812,2
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,[M+Na-2H]-,186.4,181.60794,463.9985296,2
C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,[M+Na]+,215.1,216.90369,523.288333,2
O=C(Nc1scc(n1)c1ccccn1)CSCc1csc(n1)C,[M-H]-,187.36,183.84805,361.4972000000002,2
COc1ccc(cc1)S(=O)(=O)N1CCCC1C(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,[M-H]-,209.56,214.14546,483.5702000000003,2
O=C(Nc1ccc(cc1)C(C)(C)C)COC(=O)C=Cc1ccco1,[M-H]-,194.19,185.8721,326.3722,2
Brc1cncc(c1)C(=O)OCc1nc(oc1C)c1ccccc1,[M+H]+,183.62,182.24474,374.2138000000001,2
CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)O,[M+Na]+,193.3336706,190.2333,343.2249449,2
O=C(NC1CCCc2c1cccc2)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M-H]-,213.14,217.94379,454.5792000000002,2
Fc1cc(F)cc(c1)S(=O)(=O)Nc1ccccc1F,[M-H]-,153.1,151.3633,286.2542,2
O=C(C1CCCN(C1)S(=O)(=O)c1ccc(cc1)F)NCCc1c[nH]c2c1cccc2,[M+H]+,192.98,195.06152,430.52480000000014,2
COc1ccc(cc1F)CN1C(=O)NC2(C1=O)CCOc1c2cccc1,[M-H]-,182.02,181.21219,355.3452000000001,2
O=C(C1CC(=O)N(C1)c1ccc2c(c1)OCCO2)N1CCN(CC1)c1ncccn1,[M-H]-,199.03,203.34149,408.4382000000002,2
CCc1nn2c(s1)nc(cc2=O)CSc1nnc(n1c1ccc(cc1)C)C,[M+H]+,199.0,194.19128,399.5248000000001,2
O=C(c1ccccc1OCc1ccccc1Cl)Nc1nccs1,[M-H]-,175.78,176.52963,343.8152,2
Fc1cc(F)cc(c1)C(=O)N1CCc2c1cccc2,[M-H]-,179.41,154.72128,258.2472,2
N#CC1(CCCC1)NC(=O)CN1CCC(CC1)c1nc2c(s1)cccc2,[M-H]-,210.31,197.78418,367.49820000000005,2
O=C(c1ccccc1Br)Nc1cccc(c1)S(=O)(=O)N1CCOCC1,[M+H]+,185.51,190.68515,426.3118000000002,2
c1nc(NCc2ccc(cc2)Cn2cccn2)c2c(n1)ccs2,[M-H]-,181.85,180.98126,320.4012,2
O=C(Nc1ccccc1Cc1ccccc1)Cn1nnc(n1)c1ccccc1C,[M+Na]+,194.7,196.91939,406.4448000000001,2
O=C(C1CC1)Nc1ccccc1Cc1ccccc1,[M+Na]+,160.85,164.42654,274.3188,2
O=C(C(Nc1nc2c(s1)cccc2)C)NCc1ccccc1,[M+H]+,179.0,173.32507,312.4178,2
Fc1ccc(cc1)c1nn(cc1C(=O)OCC(=O)N(C)C)c1ccccc1,[M+Na]+,197.3,197.30676,390.36980000000005,2
COc1ccc(cc1)C12CC3CC(C1)CC(C2)(C3)C(=O)Nc1scc(n1)CN1CCCC1,[M+H]+,223.45,216.14966,452.64380000000017,2
O=C(CN1C(=O)NC(C1=O)(C)c1cccc(c1)Br)NCC1CCCCC1,[M-H]-,193.3,192.0284,421.3152000000002,2
COc1ccc(cc1OC)CC(=O)Nc1ccccc1c1ccccc1,[M+H]+,181.67,185.29251,348.4218,2
O=C(C1CC(=O)N(C1)C1CCCC1)Nc1ccccc1Oc1ccccc1,[M-H]-,188.29,191.55423,363.4372000000001,2
O=C(N1C(C)Cc2c1cccc2)CSc1nnc(o1)c1ccoc1C,[M+Na]+,196.87,190.15436,378.40880000000016,2
O=C1NC(C(=O)N1CCCOc1ccccc1)(C)c1ccc2c(c1)OCCO2,[M+Na]+,187.87,198.75665,405.4058000000002,2
CCN(CC(=O)Nc1ccccc1OC)CC(=O)Nc1ccccc1c1ccccc1,[M+Na]+,211.58,210.59889,440.4988000000001,2
O=C(N1CCC(=N1)c1ccccc1)CSc1nnc(n1CCc1ccccc1)Cc1cccs1,[M+Na]+,221.01,214.03255,510.6438000000003,2
COCCNC(=O)C(NC1=NS(=O)(=O)c2c1cccc2)C,[M+Na]+,168.27,176.87991,334.3528,2
COc1ccc(cc1)OCC(=O)Nc1sc2c(c1C(=O)N)CCC2,[M+H]+,176.12,185.49701,347.41580000000016,2
O=C(N1CCCC1c1ccc2c(c1)OCCO2)c1ccc(c(c1)S(=O)(=O)N1CCOCC1)F,[M+Na]+,212.58,214.84387,499.5158000000002,2
O=C(Nc1nccs1)CCC(=O)c1ccccc1,[M+H]+,157.63,158.68271,261.3258,2
COc1ccc(cc1)CN(C(=O)c1ccc(=O)n(n1)Cc1ccccc1)C1CC1,[M+H]+,195.63,194.59366,390.4628000000001,2
CCN(CCNC(=O)c1ccc(cc1)NC(=O)c1c(F)cccc1Cl)CC,[M+H]+,200.92,201.25812,392.88180000000006,2
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,[M+H]+,184.2,187.27032,377.1460844,2
O=C(N1CCOCC1)CN1CCN(CC1)C(=O)c1ccc2c(c1)OCCO2,[M-H]-,190.11,192.56601,374.41720000000015,2
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,[M+Na]+,173.4,166.52267,319.9542754,2
COc1ccc(cc1)n1c(nnc1C(N1CCCCC1)C)SC(c1ccccc1)C(=O)NC1CC1,[M+H]+,223.27,219.73877,492.6688000000002,2
Clc1ccc(cc1)c1noc(n1)CN(C1CCCC1)Cc1ccc2c(c1)OCO2,[M+H]+,199.53,200.7395,412.8968000000002,2
Nc1nc(CSc2nnnn2c2ccccc2C)nc2c1cccc2,[M-H]-,174.53,176.04321,348.41520000000014,2
O=C(C(Cc1c[nH]c2c1cccc2)NC(=O)c1ccccc1Cl)N1CCN(CC1)C(=O)C1CC1,[M+H]+,213.34,209.30028,479.9878000000004,2
Cc1onc(c1)Cn1c(CN2CCCCC2)nc2c(c1=O)c(cs2)c1cccs1,[M-H]-,213.44,207.5604,425.5592000000001,2
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,[M+H]+,180.2,185.17595,379.1244825,2
CCC(C1C(=C(N)Oc2c1c(C)[nH]n2)C#N)C,[M+H]+,159.33,156.81505,233.2948,2
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,[M+H-H2O]+,156.3,155.9682,263.1378122,2
CC=Cc1ccc(c(c1)OC)OCC(=O)N(Cc1ccccc1)CCC(=O)N,[M-H]-,208.84,205.3574,381.4522000000001,2
N#Cc1ccc(cc1)c1ccc(cc1)OC(C(=O)N(C)C)c1ccccc1,[M+Na]+,208.39,198.62938,379.41480000000007,2
CCCCCCCCCCCCCCCC[N+](C)(C)C,[M]+,195.7,197.25711,284.3311768,2
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C13,[M+H]+,164.7,165.36032,276.1751997,2
CCCc1nc(SCC(=O)N2N=C(CC2c2cccs2)c2ccco2)nc(c1)O,[M+H]+,200.4,200.44336,429.5468000000001,2
CCNC(=O)C(NC(=O)c1cccc(c1)NC(=O)C)C,[M-H]-,176.61,167.24881,276.31620000000004,2
COc1cc(CNC(=O)CNC(=O)c2ccccc2)ccc1OCc1ccccc1,[M+Na]+,190.09,196.58305,427.4558000000002,2
O=C(Nc1ccccc1c1ccccc1)CSc1ccc(cc1F)C(=O)C,[M+H]+,186.53,187.34143,380.4638000000001,2
COc1cc(cc(c1OC)OC)NS(=O)(=O)c1ccc(c(c1)C)Br,[M+H]+,188.35,183.8467,417.3008,2
O=C(N(C1CC1)Cc1nnc(o1)c1ccccc1Cl)c1ccc(cc1)C(F)(F)F,[M-H]-,201.15,198.57683,420.79820000000007,2
C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,[M+K]+,184.5,168.65578,293.1925943,2
CCCC(c1ccccc1)NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,[M+Na]+,196.95,193.3206,381.45280000000014,2
O=C1CCCN1c1ccccc1NCc1onc(n1)c1cscc1,[M+Na]+,185.74,182.5347,363.3978,2
O=C(N1CCOCC1)COc1ccccc1C(=O)c1cnn(c1)c1ccccc1,[M-H]-,191.01,201.08998,390.4192000000001,2
O=C(c1cscc1)NCc1ccc(s1)S(=O)(=O)N1CCCCC1,[M-H]-,190.24,186.82803,369.51320000000027,2
N#CC1(CCCCC1)NC(=O)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M-H]-,208.92,208.11832,431.54520000000014,2
O=C(NC(C)(C)C)CNc1ncnc2c1c(C)c(s2)C,[M+H]+,175.57,174.03139,293.4158,2
COCCOC(=O)C1=C(C)N(C(=O)NC1c1ccc(cc1)C#N)C(COC)C,[M+H]+,197.34,193.89995,388.4438000000002,2
O=C(c1ccccc1)N1CCN(CC1)C(=O)c1cc(nc2c1cccc2)c1ccncc1,[M+H]+,205.21,207.56139,423.4958,2
COc1ccc(cc1Br)C(=O)NCc1ccc2c(c1)OCO2,[M+H]+,179.66,175.51277,365.2028000000001,2
COCCN(CC(=O)Nc1cccc(c1C)C)CC(=O)Nc1c(C)cccc1C,[M+H]+,199.24,201.12851,398.5268000000001,2
COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=CC=C2,[M+H-H2O]+,144.6,148.14642,220.0843797,2
COC(=O)c1ccccc1NCC(=O)NC1CCCCCC1,[M-H]-,139.07,178.16714,303.3822000000001,2
Clc1ccc(cc1)c1nnc(o1)COC(=O)c1ccc(c(c1)S(=O)(=O)N1CCCC1)Cl,[M+Na]+,219.74,214.21939,505.33480000000026,2
O=C(C1CC1)N1CCN(CC1)S(=O)(=O)c1ccc(s1)Br,[M+Na]+,180.49,185.36694,402.2908000000001,2
O=C(NCC(F)(F)F)COC(=O)C12CC3CC(C2)CC(C1)C3,[M+H]+,179.62,169.3732,320.3308000000001,2
O=C(C1CN(C(=O)C1)CCc1ccccc1)NC(c1ccccc1)c1ccccc1,[M+Na]+,197.04,196.91454,421.49580000000014,2
COc1ccc(cc1C(=O)COC(=O)c1c(C)nsc1NC)F,[M+H]+,178.08,177.18947,339.3678,2
COc1cc(OC)cc(c1C1=CCN(CC1)C(=O)C(NC(=O)C(C)(C)C)C)OC,[M+H]+,209.95,209.31573,405.5148000000001,2
CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O,[M+Na]+,198.4,197.11478,413.2304242,2
CC(CCNC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C,[M-H]-,202.79,204.61469,367.46920000000017,2
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)OC(C(=O)Nc1ccc(c(c1)S(=O)(=O)N1CCOCC1)C)C,[M+Na]+,224.05,229.40906,544.5818000000003,2
CN(C(c1nc2c(s1)cccc2)C)C(=O)Cc1ccc(s1)S(=O)(=O)N1CCCC1,[M+Na]+,197.55,206.17142,472.6128000000003,2
CC(C(=O)NCc1cccs1)Sc1nnc(n1Cc1ccccc1)c1ccco1,[M+H]+,202.62,202.57794,425.5588000000001,2
ClC1=CC(N2)=C(C=C1CCN3CCN(C4=NSC5=C4C=CC=C5)CC3)CC2=O,[M+H]+,192.6,198.71642,413.12026,2
O=C(c1ccc(cc1)OCc1c(C)onc1C)OCc1c(C)onc1C,[M+H]+,173.32,183.09314,357.3858000000001,2
O=C(CSc1ccccc1C(=O)Nc1ccc(cc1)c1nccs1)NCC1CCCCC1,[M+Na]+,225.43,217.63611,488.6338000000003,2
O=C(NC1CCCCCC1)COc1noc(c1)C,[M+H]+,163.69,164.33228,253.3218,2
COc1ccc(cc1CN(C(=O)CNC(=O)C12CC3CC(C2)CC(C1)C3)C)Br,[M-H]-,216.09,207.57648,448.3812000000002,2
Fc1ccc(cc1)CNC(=O)C(=Cc1ccco1)n1nnnc1c1ccccc1,[M-H]-,195.86,198.33847,388.3822000000001,2
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,[M-H]-,174.3195727,171.58563,287.2011301,2
O=C(c1sccc1c1ccccc1)NCC(c1cccs1)N1CCOCC1,[M-H]-,198.24,203.46626,397.54520000000025,2
